462759488 11965756 437325099
462759684 11965684 437324873
462759897 11965611 437324634
462760122 11965538 437324387
462760351 11965468 437324142
462760575 11965402 437323905
462760787 11965342 437323686
462760984 11965290 437323484
462761165 11965249 437323299
462761330 11965219 437323131
462761478 11965199 437322978
462761610 11965190 437322841
462761725 11965188 437322719
462761823 11965193 437322614
462761903 11965201 437322528
462761965 11965206 437322461
462762010 11965204 437322414
462762038 11965191 437322385
462762051 11965167 437322374
462762051 11965132 437322376
462762028 11965031 437322408
462762011 11964970 437322431
462761993 11964905 437322455
462761978 11964839 437322477
462761966 11964773 437322495
462761957 11964708 437322509
462761953 11964646 437322519
462761951 11964585 437322526
462761950 11964525 437322530
462761948 11964463 437322536
462761941 11964401 437322546
462761927 11964341 437322561
462761908 11964286 437322583
462761884 11964238 437322610
462761855 11964198 437322642
462761822 11964168 437322678
462761786 11964149 437322717
462761749 11964142 437322759
462761710 11964146 437322801
462761672 11964161 437322845
462761633 11964188 437322887
462761597 11964224 437322928
462761563 11964269 437322966
462761532 11964320 437323001
462761505 11964377 437323032
462761482 11964437 437323058
462761465 11964501 437323080
462761452 11964567 437323096
462761445 11964633 437323106
462761443 11964699 437323109
462761448 11964766 437323106
462761460 11964831 437323095
462761479 11964895 437323076
462761504 11964954 437323049
462761536 11965009 437323017
462761572 11965057 437322978
462761612 11965098 437322935
462761654 11965130 437322889
462761698 11965155 437322841
462761742 11965171 437322793
462761785 11965179 437322744
462761870 11965169 437322648
462761911 11965152 437322602
462761950 11965125 437322557
462761988 11965090 437322515
462762023 11965046 437322475
462762054 11964996 437322438
462762082 11964941 437322406
462762106 11964881 437322378
462762125 11964820 437322355
462762140 11964756 437322337
462762151 11964692 437322324
462762156 11964628 437322317
462762156 11964564 437322316
462762149 11964500 437322321
462762135 11964437 437322335
462762115 11964376 437322356
462762088 11964318 437322383
462762055 11964266 437322417
462762019 11964220 437322456
462761979 11964182 437322498
462761937 11964151 437322544
462761894 11964129 437322590
462761851 11964114 437322637
462761809 11964107 437322685
462761767 11964109 437322731
462761725 11964119 437322777
462761684 11964139 437322822
462761645 11964168 437322865
462761607 11964206 437322905
462761573 11964251 437322942
462761542 11964302 437322976
462761515 11964358 437323005
462761492 11964417 437323029
462761474 11964479 437323049
462761460 11964542 437323064
462761452 11964607 437323073
462761449 11964672 437323076
462761453 11964738 437323073
462761462 11964804 437323062
462761478 11964868 437323045
462761501 11964930 437323020
462761530 11964988 437322988
462761603 11965084 437322910
462761644 11965121 437322865
462761687 11965148 437322819
462761731 11965167 437322771
462761776 11965177 437322722
462761821 11965177 437322674
462761865 11965168 437322626
462761908 11965150 437322579
462761950 11965121 437322534
462761989 11965084 437322491
462762026 11965039 437322451
462762058 11964987 437322415
462762087 11964930 437322384
462762111 11964869 437322358
462762130 11964806 437322337
462762144 11964740 437322321
462762152 11964674 437322312
462762155 11964607 437322309
462762152 11964541 437322312
462762142 11964475 437322323
462762125 11964410 437322341
462762102 11964349 437322366
462762072 11964292 437322397
462762038 11964241 437322434
462761999 11964198 437322476
462761957 11964162 437322521
462761913 11964136 437322569
462761868 11964118 437322617
462761824 11964108 437322666
462761779 11964108 437322715
462761735 11964117 437322763
462761693 11964134 437322809
462761651 11964161 437322854
462761612 11964197 437322896
462761575 11964241 437322935
462761542 11964292 437322970
462761513 11964348 437323001
462761489 11964409 437323026
462761470 11964473 437323047
462761456 11964539 437323062
462761448 11964606 437323071
462761445 11964673 437323073
462761458 11964808 437323059
462761475 11964873 437323041
462761498 11964936 437323015
462761529 11964995 437322982
462761564 11965047 437322943
462761605 11965092 437322900
462761649 11965128 437322853
462761694 11965154 437322804
462761741 11965171 437322754
462761788 11965179 437322705
462761834 11965177 437322656
462761879 11965166 437322607
462761923 11965144 437322560
462761965 11965112 437322515
462762005 11965070 437322473
462762041 11965020 437322434
462762073 11964964 437322400
462762100 11964902 437322371
462762123 11964837 437322347
462762140 11964769 437322329
462762152 11964701 437322316
462762158 11964632 437322310
462762157 11964563 437322311
462762150 11964495 437322319
462762136 11964427 437322335
462762114 11964361 437322359
462762085 11964299 437322390
462762050 11964243 437322427
462762010 11964195 437322470
462761966 11964156 437322517
462761920 11964126 437322567
462761873 11964105 437322618
462761826 11964095 437322669
462761779 11964094 437322720
462761733 11964102 437322770
462761688 11964121 437322819
462761644 1196
