462761506 11965246 437322977
462761570 11965224 437322909
462761629 11965205 437322847
462761682 11965188 437322790
462761729 11965175 437322741
462761770 11965163 437322698
462761806 11965152 437322662
462761839 11965141 437322631
462761869 11965127 437322603
462761896 11965110 437322576
462761921 11965087 437322550
462761942 11965059 437322526
462761963 11965027 437322503
462761981 11964990 437322484
462761998 11964950 437322467
462762013 11964907 437322453
462762026 11964862 437322441
462762037 11964816 437322432
462762047 11964770 437322426
462762054 11964722 437322421
462762060 11964673 437322418
462762063 11964623 437322418
462762064 11964572 437322421
462762059 11964518 437322428
462762049 11964462 437322441
462762032 11964406 437322458
462762007 11964350 437322482
462761977 11964298 437322511
462761941 11964251 437322546
462761902 11964210 437322587
462761860 11964177 437322632
462761817 11964153 437322682
462761771 11964138 437322733
462761725 11964133 437322786
462761677 11964140 437322839
462761628 11964159 437322891
462761580 11964191 437322942
462761536 11964236 437322989
462761496 11964291 437323030
462761462 11964355 437323066
462761435 11964424 437323094
462761415 11964498 437323114
462761403 11964573 437323127
462761399 11964649 437323134
462761401 11964725 437323134
462761411 11964801 437323126
462761427 11964874 437323109
462761451 11964944 437323083
462761483 11965009 437323049
462761521 11965067 437323007
462761564 11965117 437322960
462761611 11965158 437322909
462761660 11965190 437322855
462761710 11965211 437322799
462761761 11965222 437322745
462761813 11965224 437322691
462761863 11965217 437322638
462761913 11965200 437322586
462761962 11965173 437322535
462762008 11965134 437322486
462762051 11965086 437322442
462762091 11965029 437322402
462762124 11964964 437322368
462762152 11964895 437322340
462762172 11964823 437322319
462762186 11964749 437322303
462762192 11964675 437322293
462762192 11964601 437322289
462762186 11964528 437322294
462762174 11964456 437322307
462762155 11964387 437322329
462762129 11964320 437322360
462762096 11964260 437322399
462762058 11964206 437322444
462762015 11964161 437322493
462761969 11964125 437322546
462761920 11964099 437322599
462761870 11964082 437322653
462761820 11964075 437322707
462761770 11964077 437322760
462761720 11964089 437322812
462761672 11964111 437322863
462761625 11964146 437322913
462761582 11964191 437322959
462761542 11964247 437323001
462761508 11964310 437323036
462761478 11964379 437323065
462761456 11964452 437323087
462761440 11964527 437323102
462761430 11964603 437323109
462761426 11964678 437323109
462761429 11964753 437323102
462761440 11964826 437323088
462761460 11964897 437323066
462761488 11964965 437323035
462761523 11965027 437322997
462761564 11965081 437322952
462761610 11965127 437322902
462761660 11965162 437322849
462761713 11965187 437322795
462761767 11965202 437322739
462761819 11965207 437322683
462761872 11965203 437322627
462761924 11965187 437322571
462761974 11965159 437322518
462762023 11965119 437322468
462762068 11965067 437322421
462762107 11965005 437322380
462762141 11964937 437322346
462762168 11964862 437322319
462762187 11964785 437322300
462762198 11964706 437322287
462762202 11964627 437322283
462762200 11964549 437322286
462762192 11964473 437322298
462762175 11964398 437322320
462762149 11964327 437322350
462762115 11964261 437322387
462762073 11964203 437322432
462762027 11964154 437322482
462761977 11964115 437322537
462761925 11964088 437322595
462761871 11964071 437322653
462761816 11964064 437322710
462761762 11964068 437322767
462761708 11964082 437322822
462761658 11964108 437322877
462761609 11964147 437322929
462761563 11964197 437322978
462761523 11964258 437323021
462761487 11964327 437323056
462761458 11964401 437323083
462761436 11964479 437323103
462761423 11964559 437323115
462761418 11964639 437323120
462761420 11964718 437323118
462761430 11964797 437323108
462761447 11964873 437323088
462761472 11964945 437323059
462761504 11965012 437323021
462761544 11965071 437322975
462761589 11965121 437322923
462761639 11965161 437322867
462761693 11965189 437322809
462761750 11965206 437322751
462761807 11965212 437322693
462761863 11965208 437322635
462761917 11965193 437322577
462761970 11965165 437322521
462762020 11965125 437322468
462762066 11965072 437322418
462762108 11965009 437322375
462762142 11964937 437322340
462762170 11964859 437322312
462762189 11964777 437322293
462762201 11964695 437322283
462762205 11964612 437322281
462762203 11964530 437322288
462762193 11964449 437322303
462762173 11964371 437322326
462762143 11964298 437322359
462762105 11964231 437322399
462762059 11964173 437322447
462762008 11964126 437322501
462761953 11964090 437322559
462761897 11964066 437322620
462761841 11964055 437322682
462761784 11964055 437322743
462761728 11964065 437322802
462761674 11964088 437322860
462761622 11964123 437322916
462761573 11964172 437322969
462761529 11964232 437323015
462761491 11964301 437323055
462761460 11964378 437323087
462761437 11964459 437323110
462761421 11964542 437323124
462761413 11964626 437323129
462761413 11964709 437323126
462761420 11964791 437323115
462761437 11964871 437323094
462761463 1196
